q_250,q_10,q_90,q_975,x_mean,index,caloriesConsumed
4726.597710474878,4726.597710474878,4726.597710474878,4726.597710474878,4726.597710474878,90,911.0437168274075
4458.378303608342,4496.554828381439,4635.432194790811,4673.104525761724,4565.3837858853085,29,292.10930224508047
4497.76212291197,4497.76212291197,4497.76212291197,4497.76212291197,4497.76212291197,25,260.76932484284043
4409.906187213156,4446.205972996923,4582.141589255124,4617.9707376188535,4513.344709256486,45,416.1092443391681
4466.207986144165,4466.207986144165,4466.207986144165,4466.207986144165,4466.207986144165,75,611.3628919702023
4616.238995261122,4616.238995261122,4616.238995261122,4616.238995261122,4616.238995261122,34,317.11254036054015
4520.373086581215,4520.373086581215,4520.373086581215,4520.373086581215,4520.373086581215,43,406.2294082250446
4727.782953994208,4727.782953994208,4727.782953994208,4727.782953994208,4727.782953994208,97,973.7315548118204
4463.393962238922,4507.676431951082,4679.482295005087,4726.560797353778,4592.540342393356,86,826.6343153081834
4461.237563659816,4502.604760538655,4646.46127117252,4684.097627686246,4575.186484066043,17,167.84494137391448
4497.905219015447,4497.905219015447,4497.905219015447,4497.905219015447,4497.905219015447,38,359.31728314608335
