y,z,p.score,sd10a_base,sd10b_base,sd10c_base,sd10d_base,sd10e_base,sd10f_base,sd10g_base,sd10h_base,girl,sd06a_base,sd06b_base,sd06c_base,sd06d_base,sd06e_base,sd06f_base,sd06g_base,z_effort_base,z_belonging_base,z_selfesteem_base,z_perfgoal_base,z_perseverance_base,teach_growthm_base,teach_fail_enhance_base,teach_self_efficacy_base,district,schoolid
3.8978887355340652,1,0.24791172430964248,1,0,1,1,1,0,0,1,1,-0.00917946542110204,-0.6292462521030064,0.01112923660793715,-0.1413734241107169,1.1111846182721252,0.22686831145790448,-0.26885354763803476,-0.6128081609967573,-0.7886507293883342,-0.45528494479571807,0.05562881425937879,-1.0600377209467913,-0.3658079632031681,-0.18847568206219695,0.8054895363286579,1,100010
3.4485021224973225,1,0.24791172430964248,1,0,0,0,1,1,0,0,1,0.1630085784109565,1.4140532391570613,0.5317041785611164,0.3229666339133139,0.2343667881905843,0.22686831145790448,-0.09486446053906372,-0.13883564660668957,-0.43355114381345966,-2.3788750901814977,1.1851272467841956,1.389594583655469,-0.3658079632031681,-0.18847568206219695,0.8054895363286579,1,100010
3.724922289244346,0,0.08529049485289662,1,1,1,1,1,1,1,1,1,-0.00917946542110204,1.07350332394705,-0.6829706859963017,-0.1413734241107169,-0.3501784318637764,-0.2555444643625148,-1.13879898313289,-0.6128081609967573,-0.7886507293883342,-1.9941571030267624,-2.203367362665343,0.9813225129683616,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
6.179858482382696,0,0.08529049485289662,1,0,0,1,1,1,0,0,1,-0.1813675092531606,2.2654280271820895,0.01112923660793715,0.3229666339133139,1.4034572282993056,-0.4163487229693213,-0.4428426347370058,-0.6128081609967573,-0.43355114381345966,0.6988692262805919,-0.6973697917082975,-0.6517657100198759,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.9011520391486145,0,0.08529049485289662,1,0,1,1,1,1,0,0,0,-0.35355555308521913,-0.4589712944980008,-0.16239574404312257,-0.4509334627934041,0.38050309320417447,-0.4163487229693213,-1.4867771573308322,1.283080939484089,0.27664799705802184,0.31415114929209753,-0.3208705036836965,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.225657446725563,0,0.08529049485289662,1,0,0,1,1,1,0,1,1,-0.8701196845813948,-0.7995212097080121,-0.509445705345242,0.16818661457197034,1.4034572282993056,-0.0947402057557084,-0.964809896033919,-0.13883564660668957,0.27664799705802184,0.31415114929209753,0.432128401468724,-0.6517657100198759,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.6552260809473858,0,0.08529049485289662,1,0,0,0,1,1,0,0,0,-1.0423077284134532,-0.7995212097080121,-0.8564956666473615,-0.4509334627934041,1.4034572282993056,0.06606405285109804,-0.6168317218359769,0.33513656869605796,-1.1437497699543928,1.4683052604792344,-0.3208705036836965,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
0.1414589088251659,0,0.08529049485289662,1,0,0,1,1,1,0,1,0,-0.5257435969172777,-0.7995212097080121,-0.3359207246941823,-0.6057134821347477,0.2343667881905843,-0.4163487229693213,-0.964809896033919,-1.56075256169352,-0.7886507293883342,-0.45528494479571807,0.05562881425937879,-1.0600377209467913,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
2.678403179494818,0,0.08529049485289662,1,0,0,1,1,1,0,0,1,-0.5257435969172777,0.5626784511320331,-1.0300206472984212,-0.4509334627934041,2.1341387533672567,-0.7379572401829342,-0.964809896033919,0.33513656869605796,1.3419462996086322,-0.45528494479571807,0.05562881425937879,-1.0600377209467913,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.8857812579153315,0,0.08529049485289662,1,0,0,0,1,0,0,0,0,-1.0423077284134532,-0.9697961673130178,-0.8564956666473615,-0.4509334627934041,0.9650483132585352,-0.0947402057557084,-0.7908208089349479,-0.6128081609967573,-1.1437497699543928,0.6988692262805919,-1.0738694387545915,-0.24349365427281652,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
2.5501455647320395,0,0.08529049485289662,1,0,0,0,1,1,0,0,0,-1.3866838160775703,-0.7995212097080121,-0.509445705345242,-0.6057134821347477,1.1111846182721252,-0.7379572401829342,-0.6168317218359769,0.33513656869605796,-1.1437497699543928,0.6988692262805919,1.1851272467841956,0.9813225129683616,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.4242930052146117,0,0.08529049485289662,1,0,1,0,1,1,0,0,0,-1.214495772245512,-0.6292462521030064,-0.509445705345242,-0.6057134821347477,0.08823048317699411,-0.2555444643625148,-0.964809896033919,-0.6128081609967573,-1.853948941104142,1.0835872733244998,-1.8268681344776911,-0.24349365427281652,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
4.799920901170583,0,0.08529049485289662,1,0,1,1,1,1,0,1,1,0.5073846660750736,1.4140532391570613,-0.509445705345242,0.9420867112786884,-0.20404212685018625,0.06606405285109804,-0.09486446053906372,-0.13883564660668957,-1.4988494160858024,-0.07056689026566365,-1.8268681344776911,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.0732279103803037,0,0.08529049485289662,1,0,1,1,1,1,1,0,1,-0.35355555308521913,1.07350332394705,-0.3359207246941823,0.4777466532546576,0.9650483132585352,-0.0947402057557084,-0.7908208089349479,-1.0867803912538707,-0.43355114381345966,0.31415114929209753,-0.6973697917082975,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.03615867964451,0,0.08529049485289662,1,0,0,0,1,1,0,0,1,-0.5257435969172777,-0.9697961673130178,-0.6829706859963017,-0.6057134821347477,-0.49631473687736655,-0.7379572401829342,-0.6168317218359769,0.33513656869605796,1.697045340174691,-1.9941571030267624,0.05562881425937879,0.1647784014742429,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
5.133644383630769,0,0.08529049485289662,1,1,1,1,1,1,1,1,1,0.6795727099071321,1.584328196762067,-0.3359207246941823,1.4064267693027193,-0.3501784318637764,-0.0947402057557084,-0.09486446053906372,-2.034725091037954,0.9868461690249418,0.31415114929209753,-1.0738694387545915,-1.0600377209467913,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
0.45590422411391285,0,0.08529049485289662,1,0,0,1,1,1,0,1,1,-0.5257435969172777,-0.7995212097080121,-0.3359207246941823,-0.7604935014760914,-0.3501784318637764,-0.5771529815761277,-0.6168317218359769,-2.034725091037954,0.631747067902348,0.31415114929209753,-0.6973697917082975,-1.0600377209467913,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
4.155956772843561,0,0.08529049485289662,1,0,1,1,1,1,0,0,0,-0.00917946542110204,-0.7995212097080121,-0.6829706859963017,-0.1413734241107169,0.38050309320417447,0.22686831145790448,-0.964809896033919,0.8091091279492236,-0.7886507293883342,1.4683052604792344,-1.4503686669422438,1.389594583655469,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.4516686827706973,0,0.08529049485289662,1,0,1,1,1,1,1,1,0,-1.214495772245512,-0.9697961673130178,-0.16239574404312257,-0.7604935014760914,0.2343667881905843,-0.7379572401829342,-1.13879898313289,-1.0867803912538707,-2.9192472739330197,0.31415114929209753,-1.0738694387545915,-0.24349365427281652,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.00236810249399,0,0.08529049485289662,1,1,1,1,1,1,1,1,1,-1.214495772245512,-0.6292462521030064,-0.509445705345242,0.6325266725960011,0.2343667881905843,-0.0947402057557084,-0.7908208089349479,0.8091091279492236,-0.07845207675391683,-0.07056689026566365,-0.6973697917082975,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.2720603584903456,0,0.08529049485289662,1,0,0,1,1,1,0,0,0,-0.8701196845813948,-0.9697961673130178,-0.8564956666473615,-0.6057134821347477,-0.20404212685018625,-0.2555444643625148,-0.4428426347370058,0.8091091279492236,-0.7886507293883342,1.853023367412315,-0.3208705036836965,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.9653219443528487,0,0.08529049485289662,1,1,1,1,1,0,0,0,0,-0.8701196845813948,-0.6292462521030064,-0.509445705345242,0.6325266725960011,0.2343667881905843,-0.0947402057557084,-0.7908208089349479,-1.56075256169352,-2.56414762780161,-0.07056689026566365,-1.0738694387545915,-1.4683097916338987,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.692228534165937,0,0.08529049485289662,1,0,1,1,1,1,1,0,1,-0.1813675092531606,-0.9697961673130178,-1.0300206472984212,0.16818661457197034,0.08823048317699411,-0.4163487229693213,-0.4428426347370058,0.33513656869605796,0.9868461690249418,-0.8400029618950393,0.432128401468724,0.1647784014742429,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.3617312187637833,0,0.08529049485289662,1,0,0,0,1,0,0,0,1,-0.5257435969172777,0.9032283663420444,0.35817919791005665,-0.6057134821347477,0.8189120082449449,-0.2555444643625148,-0.4428426347370058,0.33513656869605796,1.3419462996086322,-0.07056689026566365,0.05562881425937879,-1.0600377209467913,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.326459596975511,0,0.08529049485289662,1,0,0,1,1,0,0,1,1,-0.35355555308521913,-1.1400711249180235,-0.8564956666473615,-0.4509334627934041,-0.3501784318637764,-0.0947402057557084,0.25311371365887836,0.8091091279492236,-0.07845207675391683,-0.07056689026566365,-0.3208705036836965,0.9813225129683616,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.2497312819783555,0,0.08529049485289662,1,0,1,1,1,1,0,0,1,-0.5257435969172777,1.07350332394705,0.01112923660793715,0.3229666339133139,0.9650483132585352,-0.0947402057557084,-0.26885354763803476,0.33513656869605796,0.631747067902348,0.6988692262805919,-1.4503686669422438,-0.24349365427281652,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.5229405092149304,0,0.08529049485289662,1,0,1,1,1,1,1,1,1,-0.1813675092531606,-0.9697961673130178,-0.3359207246941823,0.01340659523062672,0.6727757032313548,-0.5771529815761277,-0.6168317218359769,-0.13883564660668957,-0.43355114381345966,-1.9941571030267624,-2.579866949874688,-0.24349365427281652,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.1598294565506402,0,0.08529049485289662,1,0,1,1,1,1,0,0,0,-1.3866838160775703,-0.9697961673130178,-0.6829706859963017,-0.6057134821347477,0.8189120082449449,-0.5771529815761277,-0.6168317218359769,-1.0867803912538707,-1.1437497699543928,-0.8400029618950393,-0.6973697917082975,-1.4683097916338987,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.3664700151021585,0,0.08529049485289662,1,0,1,1,1,1,0,1,0,-0.8701196845813948,-0.9697961673130178,0.01112923660793715,-0.7604935014760914,1.1111846182721252,-0.7379572401829342,-0.6168317218359769,0.33513656869605796,-0.7886507293883342,1.0835872733244998,0.432128401468724,-1.0600377209467913,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
0.24172047070703154,0,0.08529049485289662,1,0,0,1,1,1,0,1,1,-1.0423077284134532,-0.6292462521030064,-0.509445705345242,-0.2961534434520605,-0.3501784318637764,-0.4163487229693213,-0.964809896033919,-1.0867803912538707,-1.4988494160858024,0.6988692262805919,-0.3208705036836965,-0.6517657100198759,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
1.7042822802234772,0,0.08529049485289662,1,0,0,1,1,1,0,1,1,-0.5257435969172777,-0.4589712944980008,-0.3359207246941823,0.16818661457197034,0.38050309320417447,1.3524981217055496,-0.6168317218359769,1.283080939484089,-0.07845207675391683,-0.07056689026566365,-0.6973697917082975,-0.24349365427281652,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
2.071738791832468,0,0.08529049485289662,1,1,1,1,1,1,1,1,0,-1.214495772245512,-0.4589712944980008,-0.3359207246941823,-0.7604935014760914,0.38050309320417447,-0.5771529815761277,-0.26885354763803476,0.8091091279492236,0.631747067902348,-0.07056689026566365,-1.4503686669422438,0.5730504422812543,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.26408328481529,0,0.08529049485289662,1,0,0,1,1,0,1,1,1,-1.214495772245512,-0.6292462521030064,-0.6829706859963017,-0.6057134821347477,0.08823048317699411,-0.4163487229693213,-0.6168317218359769,1.283080939484089,-0.07845207675391683,0.31415114929209753,0.432128401468724,0.9813225129683616,0.364057984278471,0.08486990437604974,-0.18035875558983216,1,100016
3.3183007709945596,0,0.15844148766685373,1,0,0,1,1,1,0,0,0,-0.35355555308521913,0.05185357831701612,0.01112923660793715,-0.4509334627934041,-0.6424510418909567,0.22686831145790448,1.2970482362527047,0.8091091279492236,-1.4988494160858024,-0.07056689026566365,-0.6973697917082975,0.5730504422812543,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
2.5725454212871495,0,0.15844148766685373,1,1,0,1,1,1,0,0,1,0.1630085784109565,-1.1400711249180235,0.5317041785611164,-0.1413734241107169,-0.9347236519181372,0.22686831145790448,0.4271028007578494,0.8091091279492236,0.27664799705802184,-0.8400029618950393,-0.6973697917082975,0.5730504422812543,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
3.4030275779007244,0,0.15844148766685373,1,0,0,1,1,1,0,0,0,0.5073846660750736,-1.1400711249180235,0.01112923660793715,-0.4509334627934041,-0.9347236519181372,-0.0947402057557084,0.7750809749557915,-0.6128081609967573,-0.43355114381345966,-0.07056689026566365,0.432128401468724,0.5730504422812543,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
-1.1513188778239747,0,0.15844148766685373,1,0,0,0,1,1,0,1,0,-0.00917946542110204,-1.1400711249180235,0.01112923660793715,-0.2961534434520605,-0.9347236519181372,0.22686831145790448,0.07912462655990732,0.33513656869605796,0.27664799705802184,-1.224721008938947,0.05562881425937879,-0.6517657100198759,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
4.721936864993462,0,0.15844148766685373,1,0,0,0,0,1,0,0,1,-0.00917946542110204,1.4140532391570613,0.5317041785611164,-0.2961534434520605,-0.9347236519181372,1.513302380312356,1.1230591491537336,-1.56075256169352,-2.9192472739330197,-2.763593316892925,-1.4503686669422438,0.1647784014742429,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
3.3893253311213387,0,0.15844148766685373,1,0,0,0,0,1,0,0,0,0.1630085784109565,1.07350332394705,0.5317041785611164,-0.2961534434520605,-0.7885873469045469,0.5484768286715174,0.9490700620547624,0.8091091279492236,0.27664799705802184,0.31415114929209753,0.432128401468724,0.1647784014742429,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
2.9981346474274986,0,0.15844148766685373,1,0,1,1,1,1,0,0,1,0.8517607537391907,1.2437782815520555,0.5317041785611164,-0.1413734241107169,-0.6424510418909567,-0.0947402057557084,1.645026410450647,-1.56075256169352,-1.4988494160858024,-1.609439115872028,-1.8268681344776911,-1.4683097916338987,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
2.722170688728087,0,0.15844148766685373,1,0,0,0,1,1,0,0,0,-0.6979316407493362,0.22212853592202175,0.01112923660793715,-0.4509334627934041,-0.9347236519181372,0.5484768286715174,1.4710373233516758,-0.6128081609967573,-1.853948941104142,-0.45528494479571807,-1.0738694387545915,-0.24349365427281652,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
1.9938098314947632,0,0.15844148766685373,1,0,0,0,1,1,0,0,0,-0.35355555308521913,-1.1400711249180235,0.01112923660793715,-0.4509334627934041,-0.9347236519181372,0.22686831145790448,0.4271028007578494,-2.034725091037954,0.631747067902348,-0.45528494479571807,0.8086277194117993,0.5730504422812543,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
8.453709886984074,0,0.15844148766685373,0,0,0,0,1,0,0,0,1,1.7127009728994833,2.2654280271820895,1.225804101165355,-0.1413734241107169,-0.3501784318637764,1.030889604491937,2.16699367174756,1.7570534688285226,0.27664799705802184,-0.8400029618950393,-0.3208705036836965,0.1647784014742429,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
-0.9916887123882043,0,0.15844148766685373,1,0,0,1,1,1,0,0,0,-0.35355555308521913,-1.1400711249180235,-0.3359207246941823,-0.4509334627934041,-0.9347236519181372,-0.5771529815761277,0.7750809749557915,-0.13883564660668957,-1.4988494160858024,-0.8400029618950393,0.432128401468724,-0.6517657100198759,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
2.226533504982874,0,0.15844148766685373,0,0,0,0,0,1,0,0,0,0.1630085784109565,0.22212853592202175,0.8787541398632358,-0.4509334627934041,-0.9347236519181372,0.5484768286715174,0.9490700620547624,-2.5086973811125315,-0.7886507293883342,-0.45528494479571807,0.05562881425937879,-0.6517657100198759,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
1.834024152536059,0,0.15844148766685373,1,0,1,1,1,1,0,0,1,-0.1813675092531606,-0.2886963368929952,-0.8564956666473615,0.3229666339133139,-0.3501784318637764,-0.4163487229693213,-1.4867771573308322,-0.6128081609967573,-0.43355114381345966,-1.609439115872028,1.1851272467841956,-1.8765818623210064,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
-0.44713447279679963,0,0.15844148766685373,1,0,0,0,1,1,0,1,0,0.1630085784109565,-1.1400711249180235,-0.3359207246941823,-0.4509334627934041,-0.9347236519181372,-0.5771529815761277,0.9490700620547624,-0.13883564660668957,0.27664799705802184,-1.224721008938947,0.432128401468724,-0.24349365427281652,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
1.9451590084310364,0,0.15844148766685373,1,1,0,1,1,1,1,1,0,-0.8701196845813948,-1.310346082523029,-0.3359207246941823,-0.4509334627934041,-0.9347236519181372,-0.0947402057557084,0.07912462655990732,-0.13883564660668957,-1.853948941104142,-0.45528494479571807,-1.0738694387545915,-0.6517657100198759,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
6.9373783357992265,0,0.15844148766685373,1,0,0,0,1,0,0,0,1,2.0570770605636004,2.7762528999971066,1.225804101165355,-0.2961534434520605,-0.6424510418909567,1.513302380312356,1.8190154975496176,-0.6128081609967573,-0.07845207675391683,-1.224721008938947,0.432128401468724,0.1647784014742429,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
3.2724744607450176,0,0.15844148766685373,1,0,0,0,1,1,1,0,1,1.3683248852353662,-0.6292462521030064,1.225804101165355,-0.1413734241107169,-0.9347236519181372,0.22686831145790448,0.9490700620547624,-1.0867803912538707,-0.43355114381345966,-1.609439115872028,-0.6973697917082975,-0.6517657100198759,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
3.624772892172614,0,0.15844148766685373,1,1,0,1,1,1,0,0,1,-0.00917946542110204,-0.2886963368929952,-0.8564956666473615,0.16818661457197034,-0.9347236519181372,-0.5771529815761277,0.25311371365887836,0.33513656869605796,-0.43355114381345966,-1.224721008938947,0.8086277194117993,0.5730504422812543,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
-0.9302182086157569,0,0.15844148766685373,1,0,0,0,1,1,0,0,0,-0.00917946542110204,-1.1400711249180235,0.01112923660793715,-0.2961534434520605,-0.9347236519181372,0.06606405285109804,0.07912462655990732,-0.13883564660668957,0.27664799705802184,0.31415114929209753,-0.3208705036836965,0.1647784014742429,-1.8255403802073773,0.494888870569137,-1.025372037729946,1,100085
3.134610405023199,1,0.3347542387690184,0,1,1,1,1,1,0,1,0,-0.35355555308521913,0.22212853592202175,-0.3359207246941823,-0.4509334627934041,-0.6424510418909567,-0.4163487229693213,-0.7908208089349479,-1.0867803912538707,-2.56414762780161,-0.8400029618950393,-1.0738694387545915,-1.8765818623210064,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
2.937550180772133,1,0.3347542387690184,1,0,1,1,1,1,0,0,0,-0.35355555308521913,0.22212853592202175,-0.3359207246941823,-0.7604935014760914,-0.6424510418909567,-0.4163487229693213,-0.6168317218359769,-1.0867803912538707,-2.56414762780161,-0.8400029618950393,-1.0738694387545915,-1.8765818623210064,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
3.921124273636141,1,0.3347542387690184,1,0,0,1,1,1,0,0,0,-0.35355555308521913,0.9032283663420444,-0.3359207246941823,-0.4509334627934041,-0.49631473687736655,-0.4163487229693213,0.07912462655990732,-0.6128081609967573,-1.4988494160858024,-0.45528494479571807,-1.0738694387545915,-1.4683097916338987,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
2.846540444222374,1,0.3347542387690184,1,0,0,1,1,1,0,0,1,-0.00917946542110204,-0.6292462521030064,-0.3359207246941823,-0.4509334627934041,-0.6424510418909567,-0.4163487229693213,0.07912462655990732,-2.982669671187109,-2.9192472739330197,-0.8400029618950393,-1.0738694387545915,-1.0600377209467913,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
1.5984383538860978,1,0.3347542387690184,1,0,1,1,1,1,1,0,0,-0.35355555308521913,0.05185357831701612,-0.3359207246941823,-0.2961534434520605,-0.3501784318637764,-0.4163487229693213,-0.6168317218359769,-1.0867803912538707,-2.56414762780161,-0.8400029618950393,-1.0738694387545915,-1.8765818623210064,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
3.5904152661525792,1,0.3347542387690184,1,0,0,1,1,0,0,1,1,-0.00917946542110204,0.5626784511320331,-0.3359207246941823,-0.1413734241107169,-0.6424510418909567,-0.4163487229693213,0.07912462655990732,-2.5086973811125315,-0.43355114381345966,-1.609439115872028,-1.8268681344776911,-0.6517657100198759,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
1.6031013529094764,1,0.3347542387690184,1,0,0,0,1,1,0,0,0,-0.35355555308521913,1.4140532391570613,-0.509445705345242,-0.6057134821347477,-0.20404212685018625,-0.4163487229693213,-0.26885354763803476,-2.034725091037954,-1.1437497699543928,-0.07056689026566365,-0.6973697917082975,-1.0600377209467913,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
2.524650363345578,1,0.3347542387690184,0,0,0,0,1,1,0,0,0,-0.35355555308521913,0.05185357831701612,-0.3359207246941823,-0.7604935014760914,-0.6424510418909567,-0.2555444643625148,-0.26885354763803476,-1.0867803912538707,-2.56414762780161,-0.8400029618950393,-1.0738694387545915,-1.8765818623210064,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
2.877140063644098,1,0.3347542387690184,1,1,0,1,1,0,0,1,0,-0.35355555308521913,-0.6292462521030064,-0.3359207246941823,-0.6057134821347477,-0.6424510418909567,-0.4163487229693213,-0.26885354763803476,-1.0867803912538707,0.27664799705802184,1.4683052604792344,1.1851272467841956,0.5730504422812543,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
2.6490391894497862,1,0.3347542387690184,1,0,0,1,1,1,0,0,1,-0.35355555308521913,-0.7995212097080121,-0.16239574404312257,-0.2961534434520605,-0.6424510418909567,-0.2555444643625148,-0.09486446053906372,-2.034725091037954,0.27664799705802184,-0.07056689026566365,0.432128401468724,0.1647784014742429,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
3.143734680002579,1,0.3347542387690184,1,0,0,1,1,1,0,0,1,-0.00917946542110204,0.22212853592202175,-0.3359207246941823,0.3229666339133139,-0.20404212685018625,-0.4163487229693213,0.07912462655990732,-0.13883564660668957,-0.07845207675391683,0.31415114929209753,-1.4503686669422438,0.5730504422812543,-1.278140789085915,0.90490666369079,0.6646545265502818,1,100180
