X,Z,Y0,Y1,Y
186.6,0,185.4,?,185.4
177,0,175.8,?,175.8
131.5,0,160.6,?,160.6
178.3,0,178.4,?,178.4
192.1,0,189.1,?,189.1
167.6,0,171.8,?,171.8
192,0,188.9,?,188.9
194,0,191.2,?,191.2
189.4,0,186.9,?,186.9
150.5,0,163.3,?,163.3
184.9,0,185.1,?,185.1
164.6,0,170.3,?,170.3
198.8,0,195.9,?,195.9
147,0,163.1,?,163.1
135.1,0,160.6,?,160.6
146.2,0,162.1,?,162.1
149.6,0,164,?,164
198,0,195,?,195
176.1,0,179,?,179
176.9,0,176.5,?,176.5
144.7,0,162.8,?,162.8
199.3,0,196.8,?,196.8
167.4,0,170.1,?,170.1
170.2,0,172.2,?,172.2
184.1,0,181.7,?,181.7
155,0,165.9,?,165.9
148,0,163.3,?,163.3
152.2,0,167.3,?,167.3
182.1,0,182.9,?,182.9
165,0,169.9,?,169.9
179.6,0,178.2,?,178.2
159,0,165.9,?,165.9
144.7,0,163.8,?,163.8
165.3,0,169.7,?,169.7
188.5,0,184.5,?,184.5
164.1,0,169.8,?,169.8
160.3,0,168.5,?,168.5
191.6,0,189.1,?,189.1
183.5,0,180.7,?,180.7
133.8,0,161.2,?,161.2
178.1,0,177.6,?,177.6
192.9,0,191.3,?,191.3
133.2,0,160.5,?,160.5
160.9,0,169.3,?,169.3
184.5,0,182.3,?,182.3
177.5,0,177.7,?,177.7
133.3,0,160.3,?,160.3
172.4,0,173.7,?,173.7
161.5,0,169.6,?,169.6
182.3,0,181.8,?,181.8
175.8,0,176.5,?,176.5
141.5,0,161.8,?,161.8
148.3,0,163.5,?,163.5
157.6,0,166.6,?,166.6
144.9,0,162.6,?,162.6
174.8,0,175.5,?,175.5
148,0,163.5,?,163.5
136.6,0,159.2,?,159.2
191.1,0,188.5,?,188.5
198.7,0,196.8,?,196.8
157.4,0,166.2,?,166.2
169.9,0,172.7,?,172.7
188.7,0,186.5,?,186.5
187.1,0,183.7,?,183.7
190.3,0,188.1,?,188.1
189.7,0,187.3,?,187.3
186,0,182.3,?,182.3
166.6,0,171.9,?,171.9
155.4,0,164.8,?,164.8
173.9,0,174.7,?,174.7
194.1,0,189.2,?,189.2
161.4,0,167.4,?,167.4
148,0,162.6,?,162.6
171.6,0,173.2,?,173.2
157.8,0,169.5,?,169.5
191.2,0,186.6,?,186.6
186.7,0,184.2,?,184.2
185.6,0,181.2,?,181.2
172.3,0,172.8,?,172.8
178.4,0,178.3,?,178.3
175.7,0,176.3,?,176.3
146.9,0,159.8,?,159.8
134.1,0,159.5,?,159.5
179.5,0,179.1,?,179.1
191.6,0,188.5,?,188.5
165.7,0,169.8,?,169.8
175.1,0,176.2,?,176.2
178.8,0,177.7,?,177.7
176.1,0,175.9,?,175.9
148,0,163.5,?,163.5
199.8,0,197,?,197
178.5,0,178.4,?,178.4
163.6,0,168.1,?,168.1
162.9,0,168.4,?,168.4
148.6,0,161,?,161
136.2,0,159,?,159
172.8,0,172.5,?,172.5
157.6,0,164.9,?,164.9
167.8,0,171.3,?,171.3
190.3,0,188.2,?,188.2
182.7,0,181.7,?,181.7
183.1,0,180.9,?,180.9
194.7,0,192.5,?,192.5
153,0,165.2,?,165.2
145.1,0,162,?,162
137.9,0,161.6,?,161.6
143.7,0,162.6,?,162.6
190,0,188.8,?,188.8
145.9,0,162.7,?,162.7
183.7,0,181.1,?,181.1
173.2,0,175.8,?,175.8
169.8,0,174.5,?,174.5
199.9,0,197.1,?,197.1
188.5,0,184.7,?,184.7
171.1,0,175.2,?,175.2
153.7,0,163.5,?,163.5
186.5,0,184.4,?,184.4
175.5,0,176,?,176
179.4,0,180,?,180
161.6,0,167.5,?,167.5
135.1,0,160.8,?,160.8
155.4,0,165.4,?,165.4
175.3,0,176.4,?,176.4
180.8,0,179.7,?,179.7
159.6,0,169.8,?,169.8
171.4,0,174.4,?,174.4
185.9,0,186.3,?,186.3
189.3,0,185.2,?,185.2
130,0,160.2,?,160.2
151,0,163,?,163
178.6,0,178.3,?,178.3
197.5,0,193.8,?,193.8
139.1,0,161.4,?,161.4
169.7,0,173.1,?,173.1
168.9,0,171.8,?,171.8
177.2,0,177.4,?,177.4
194,0,191.1,?,191.1
192.1,0,190.3,?,190.3
152.7,0,164.2,?,164.2
188.2,0,185.1,?,185.1
138.9,0,160.3,?,160.3
190.8,0,187.2,?,187.2
196.7,0,195.2,?,195.2
164.9,0,170,?,170
175.8,0,177.1,?,177.1
183.4,0,181.9,?,181.9
168.3,0,170.4,?,170.4
145,0,161.5,?,161.5
178.4,0,179.2,?,179.2
198.1,0,195.3,?,195.3
168.9,0,171.6,?,171.6
167,0,171.3,?,171.3
145.2,0,162,?,162
177.6,0,177.9,?,177.9
182.2,0,181.2,?,181.2
162.5,0,169.5,?,169.5
139.6,0,160.4,?,160.4
187,0,185.3,?,185.3
188.3,0,185.1,?,185.1
154.8,0,165.6,?,165.6
198.5,0,195.3,?,195.3
199.2,0,195,?,195
174.4,0,175.3,?,175.3
196,0,192.1,?,192.1
131,0,161.2,?,161.2
131.8,0,159.4,?,159.4
164,0,169.2,?,169.2
148.7,0,162.8,?,162.8
183.5,0,181.3,?,181.3
164.2,0,169.8,?,169.8
182.3,0,181.1,?,181.1
133,0,160.1,?,160.1
160.8,0,168.1,?,168.1
140.2,0,160.9,?,160.9
160.9,0,166.5,?,166.5
149.9,0,163.3,?,163.3
178,0,177.1,?,177.1
185.6,0,186.2,?,186.2
167.7,0,170.5,?,170.5
149.5,0,162.2,?,162.2
188.9,0,186.4,?,186.4
162.7,0,167.3,?,167.3
183.2,0,182.4,?,182.4
199.9,0,196.8,?,196.8
184.4,0,183.3,?,183.3
191.6,0,189.2,?,189.2
164.5,0,169.4,?,169.4
179.6,0,180,?,180
164.1,0,170.1,?,170.1
184.7,0,181.8,?,181.8
193.8,0,191,?,191
150,0,164.6,?,164.6
172.6,0,174.5,?,174.5
167.9,0,172.3,?,172.3
199.8,0,196.9,?,196.9
172.8,0,174.6,?,174.6
144.7,0,160.9,?,160.9
152.2,0,164.3,?,164.3
193.4,0,189.5,?,189.5
152.6,0,165.7,?,165.7
169.3,0,172.6,?,172.6
178.4,0,177.4,?,177.4
169.2,0,172.2,?,172.2
154,0,166.4,?,166.4
146.4,0,162.4,?,162.4
160.1,0,167.2,?,167.2
181.6,0,179.3,?,179.3
156.2,0,168.1,?,168.1
164.2,0,169.9,?,169.9
186,0,184,?,184
177.8,0,178.1,?,178.1
178,0,177.3,?,177.3
156.6,0,165.4,?,165.4
158.5,0,167.6,?,167.6
157.1,0,166.1,?,166.1
171.4,0,172.9,?,172.9
188.6,0,185.4,?,185.4
166.4,0,169.6,?,169.6
160.2,0,168,?,168
191.9,0,189.3,?,189.3
193.7,0,191,?,191
162.3,0,167.9,?,167.9
180.2,0,179,?,179
156.2,0,167.1,?,167.1
178.9,0,178.1,?,178.1
148.1,0,163.5,?,163.5
192.3,0,189.8,?,189.8
196.9,0,194.4,?,194.4
198.1,0,195.5,?,195.5
177.4,0,178.9,?,178.9
185.4,0,184.4,?,184.4
179.1,0,179.4,?,179.4
149,0,163.3,?,163.3
164,0,169.7,?,169.7
191.4,0,187.4,?,187.4
130.2,0,158.4,?,158.4
197.1,0,194.4,?,194.4
163.7,0,169.1,?,169.1
197.2,0,194,?,194
165.1,0,168.9,?,168.9
131.6,0,160.5,?,160.5
182.3,0,179.9,?,179.9
171.9,0,175,?,175
184.6,0,185.2,?,185.2
196.2,0,192.3,?,192.3
155.1,0,163.5,?,163.5
164,0,168.2,?,168.2
166.9,0,171.9,?,171.9
189.4,0,186.2,?,186.2
165.1,0,170,?,170
154.1,0,165.2,?,165.2
170.8,0,174.6,?,174.6
166.9,0,170.9,?,170.9
193.5,0,190.8,?,190.8
198.5,0,195,?,195
181.9,0,181.4,?,181.4
163.4,0,169.6,?,169.6
193,0,191,?,191
151.8,0,165.5,?,165.5
148.5,0,161,?,161
168.6,0,173.1,?,173.1
193.8,0,190.2,?,190.2
196.7,0,193.7,?,193.7
170.7,0,173.9,?,173.9
191.6,0,187.3,?,187.3
186.5,0,183.6,?,183.6
165.2,0,169.6,?,169.6
188.5,0,186.1,?,186.1
193.3,0,189.8,?,189.8
162.4,0,168.2,?,168.2
143.6,0,162.8,?,162.8
139.1,0,160.1,?,160.1
180.5,0,180.7,?,180.7
171.2,0,173.8,?,173.8
167.5,0,172.3,?,172.3
183,0,180.3,?,180.3
158.6,0,166,?,166
195.2,0,192.2,?,192.2
180.6,0,179.9,?,179.9
155.3,0,165.5,?,165.5
160.7,0,167.5,?,167.5
176.4,0,175.5,?,175.5
181.7,0,181,?,181
136,0,161.5,?,161.5
146.1,0,161.6,?,161.6
147.3,0,162.8,?,162.8
131.9,0,160,?,160
156.3,0,166,?,166
156.3,0,165.9,?,165.9
145.7,0,163.4,?,163.4
186.8,0,184.1,?,184.1
139.9,0,161,?,161
145.7,0,161.5,?,161.5
183.8,0,183.5,?,183.5
174.6,0,176,?,176
185,0,181.3,?,181.3
153.4,0,165.7,?,165.7
170.4,0,172.4,?,172.4
147.8,0,164.6,?,164.6
187.5,0,187,?,187
148.9,0,162,?,162
192.5,0,189.7,?,189.7
176.6,0,177.6,?,177.6
147.4,0,161.5,?,161.5
198.8,0,196.1,?,196.1
178.8,0,176.1,?,176.1
176.7,0,177.2,?,177.2
152.4,0,164.9,?,164.9
154.1,0,164.3,?,164.3
151.5,0,161.7,?,161.7
186.7,0,183.1,?,183.1
149.9,0,162.7,?,162.7
145.8,0,162.9,?,162.9
177.8,0,178.6,?,178.6
156.6,0,165,?,165
192.2,0,189,?,189
175.3,0,176.8,?,176.8
168.3,0,171.5,?,171.5
176.6,0,177.1,?,177.1
167.5,0,171.6,?,171.6
142.2,0,161.3,?,161.3
159.4,0,169.2,?,169.2
164.4,0,170.7,?,170.7
151.6,0,164.4,?,164.4
193.7,0,190.9,?,190.9
190.3,0,188.5,?,188.5
149.4,0,162.7,?,162.7
187.5,0,185,?,185
173.4,0,174.5,?,174.5
175,0,175,?,175
182.4,0,181.2,?,181.2
173.1,0,172.8,?,172.8
143.3,0,160.3,?,160.3
179.1,0,179.9,?,179.9
159.8,0,167.5,?,167.5
188.4,0,186.3,?,186.3
152.6,0,165,?,165
198,0,195.2,?,195.2
162.6,0,170,?,170
195.3,0,192.3,?,192.3
174.2,0,176,?,176
156.4,0,166.1,?,166.1
188,0,185.2,?,185.2
165.9,0,170.9,?,170.9
162.6,0,169.6,?,169.6
194.7,0,190.1,?,190.1
159.6,0,168.6,?,168.6
183.7,0,183.6,?,183.6
189.4,0,187.5,?,187.5
156.6,0,167.2,?,167.2
157.9,0,168.1,?,168.1
184.5,0,182.5,?,182.5
164.4,0,169.2,?,169.2
189.1,0,188.6,?,188.6
195.3,0,191.7,?,191.7
190.6,0,187.5,?,187.5
177.1,0,177.9,?,177.9
169.9,0,171.8,?,171.8
141.6,0,159.3,?,159.3
175.5,0,176.2,?,176.2
154,0,165.1,?,165.1
136.9,0,161.2,?,161.2
144.9,0,161.8,?,161.8
171.4,0,173.5,?,173.5
166.2,0,168.5,?,168.5
183.5,0,182.3,?,182.3
176.9,0,177.5,?,177.5
158.1,0,166.9,?,166.9
156.2,0,165.4,?,165.4
134.3,0,160.3,?,160.3
188.6,0,187.6,?,187.6
150,0,163.5,?,163.5
185.7,0,184,?,184
173.6,0,174.8,?,174.8
175.4,0,176.8,?,176.8
166.7,0,170.4,?,170.4
194.9,0,193.2,?,193.2
192.9,0,190.4,?,190.4
182.3,0,181.9,?,181.9
168.9,0,172.3,?,172.3
154.9,0,166.2,?,166.2
195.7,0,192.4,?,192.4
158.9,0,165.7,?,165.7
199.3,0,198.3,?,198.3
194.3,0,193,?,193
142.1,0,159.9,?,159.9
150.9,0,162.6,?,162.6
185.8,0,183.7,?,183.7
144.7,0,160.7,?,160.7
183.8,0,181.2,?,181.2
167.5,0,171.8,?,171.8
168.4,0,169.9,?,169.9
148.9,0,164.2,?,164.2
195.8,0,193,?,193
192.2,0,189.4,?,189.4
194.6,0,192.5,?,192.5
151.1,0,163.3,?,163.3
155.2,0,165.5,?,165.5
185,0,183.3,?,183.3
151.7,0,165.6,?,165.6
199.9,0,198.2,?,198.2
151.4,0,163.8,?,163.8
138.9,0,161.8,?,161.8
172.3,0,173,?,173
152.7,0,164.3,?,164.3
195.9,0,193.4,?,193.4
191.6,0,185.7,?,185.7
152,0,161.6,?,161.6
156.2,0,164.4,?,164.4
165.3,0,170.1,?,170.1
166.2,0,170.9,?,170.9
160.1,0,166.8,?,166.8
157.2,0,166.2,?,166.2
199.2,0,194.5,?,194.5
178.1,0,178.9,?,178.9
144.8,0,161,?,161
161.4,0,168.1,?,168.1
192.4,0,188.5,?,188.5
173.8,0,173.8,?,173.8
164,0,169.8,?,169.8
150.3,0,161.9,?,161.9
147.8,0,161.9,?,161.9
157.4,0,163.8,?,163.8
158.1,0,165,?,165
198.3,0,195.9,?,195.9
199.6,0,195,?,195
158.7,0,166.1,?,166.1
169.4,0,172.3,?,172.3
184.2,0,182.5,?,182.5
198.9,0,197.5,?,197.5
153.4,0,165.8,?,165.8
162.1,0,169,?,169
146.1,0,161.9,?,161.9
194.5,0,191.6,?,191.6
169,0,172.8,?,172.8
172.9,0,174,?,174
146.6,0,162.3,?,162.3
162.8,0,170.3,?,170.3
193.4,0,189.1,?,189.1
170.9,0,172.5,?,172.5
166.3,0,170.4,?,170.4
157.6,0,166.2,?,166.2
164.2,0,169.8,?,169.8
194.5,0,192.5,?,192.5
180.2,0,179.5,?,179.5
185.8,0,185.4,?,185.4
155.9,0,164.9,?,164.9
170.1,0,173.4,?,173.4
157.2,0,165.6,?,165.6
193.7,0,190,?,190
175,0,175.6,?,175.6
192,0,188.2,?,188.2
186.6,0,183.3,?,183.3
161.8,0,167.8,?,167.8
174.4,0,177.7,?,177.7
183.4,0,181.3,?,181.3
190.9,0,188.8,?,188.8
145.3,0,161.9,?,161.9
171.4,0,172.4,?,172.4
179.1,0,177.9,?,177.9
187.5,0,186.4,?,186.4
180.2,0,179.2,?,179.2
159.1,0,169,?,169
167.2,0,170.5,?,170.5
130.2,0,160.6,?,160.6
147.6,0,164.3,?,164.3
191.5,0,187,?,187
144.2,0,163.5,?,163.5
170.8,0,173.7,?,173.7
186.3,0,183.3,?,183.3
148.5,0,164.5,?,164.5
158.4,0,166.3,?,166.3
156.6,0,166.2,?,166.2
146.9,0,166,?,166
188.9,0,186.9,?,186.9
163.3,0,167.6,?,167.6
191.2,0,189.9,?,189.9
169.7,0,172.2,?,172.2
165.1,0,169.2,?,169.2
191.2,0,188.3,?,188.3
166.7,0,170.4,?,170.4
133,0,159.9,?,159.9
170.6,0,173.2,?,173.2
137.6,0,161,?,161
131.9,0,160.7,?,160.7
161.5,0,168.1,?,168.1
186.2,0,184.3,?,184.3
136.6,0,160.5,?,160.5
190.6,0,188.1,?,188.1
170.8,0,172.6,?,172.6
141,0,161.6,?,161.6
166,0,169.6,?,169.6
196,0,191.4,?,191.4
190.1,0,187,?,187
173,0,172.6,?,172.6
173.5,0,175.1,?,175.1
183.9,0,183.9,?,183.9
169.1,0,171.6,?,171.6
137.3,0,161.2,?,161.2
194.5,0,191.6,?,191.6
190.1,0,188.4,?,188.4
183.8,0,182.8,?,182.8
131.5,0,160.9,?,160.9
193,0,191.2,?,191.2
159.5,0,167.5,?,167.5
187.1,0,184.1,?,184.1
141.6,0,161.5,?,161.5
179.2,0,178.3,?,178.3
184.9,0,184.1,?,184.1
145.6,0,162.7,?,162.7
196.5,0,194.9,?,194.9
174.5,0,175.1,?,175.1
162.9,0,171.1,?,171.1
163.6,0,170.8,?,170.8
155.8,0,165.5,?,165.5
193.6,0,191.6,?,191.6
189.9,0,188.8,?,188.8
193.5,0,191.2,?,191.2
193,0,191.3,?,191.3
166,0,169.3,?,169.3
159.2,0,166.9,?,166.9
162.8,0,168.9,?,168.9
153.1,0,163.7,?,163.7
196.9,0,192.6,?,192.6
170.9,0,174.7,?,174.7
173.3,0,174.8,?,174.8
164.7,0,170.6,?,170.6
166.3,0,171.1,?,171.1
152.8,0,165.3,?,165.3
168.7,0,172.5,?,172.5
134,0,160.3,?,160.3
157.2,0,167.2,?,167.2
173.2,0,176.5,?,176.5
171.6,0,173.2,?,173.2
171.8,0,175.6,?,175.6
193.5,0,190.1,?,190.1
161.2,0,167.6,?,167.6
180.5,0,179.6,?,179.6
146.6,0,161.3,?,161.3
140,0,161.5,?,161.5
190,0,188.9,?,188.9
178.6,0,179,?,179
162.2,0,168.8,?,168.8
148.9,0,163.5,?,163.5
161.9,0,168.7,?,168.7
165.7,0,170.1,?,170.1
145.4,0,161.4,?,161.4
158,0,165,?,165
181,0,179.3,?,179.3
141.5,0,161.2,?,161.2
197.4,0,192.9,?,192.9
196,0,193.6,?,193.6
155.1,0,165.1,?,165.1
157.6,0,166,?,166
147.9,0,161.8,?,161.8
151.5,0,163.7,?,163.7
198.7,0,196,?,196
171.9,0,172,?,172
182.4,0,181.1,?,181.1
170.7,0,173.4,?,173.4
173,0,174.6,?,174.6
164,0,169.5,?,169.5
184.8,0,184,?,184
168.2,0,171.1,?,171.1
173.2,0,174.4,?,174.4
157.9,0,166.7,?,166.7
145.5,0,162.5,?,162.5
147.5,0,164.4,?,164.4
147.4,0,162.3,?,162.3
187.9,0,186.6,?,186.6
171.2,0,173.9,?,173.9
178.2,0,177,?,177
195.4,0,191,?,191
177,0,177.4,?,177.4
188.8,0,185.4,?,185.4
163,0,168.3,?,168.3
168.2,0,170.1,?,170.1
193.2,0,192.5,?,192.5
197.8,0,194.9,?,194.9
136.1,0,158.6,?,158.6
171.8,0,174.5,?,174.5
195.8,0,192.8,?,192.8
194.8,0,193,?,193
187.6,0,185.6,?,185.6
187.4,0,187,?,187
172.6,0,174.3,?,174.3
155.1,0,164.8,?,164.8
144.8,0,162.9,?,162.9
173.3,0,173.8,?,173.8
154.7,0,164.2,?,164.2
189.1,0,185.2,?,185.2
149.1,0,162.1,?,162.1
197.4,0,192.1,?,192.1
164.7,0,170.1,?,170.1
151.3,0,163.4,?,163.4
139.9,0,158.6,?,158.6
193.2,0,189.7,?,189.7
168.8,0,172.5,?,172.5
171.6,0,175.6,?,175.6
191.8,0,187.5,?,187.5
162.8,0,168.8,?,168.8
197.2,0,194.4,?,194.4
196.1,0,192.9,?,192.9
152,0,164.6,?,164.6
166.8,0,170.8,?,170.8
184.1,0,180.9,?,180.9
166.9,0,171.2,?,171.2
177.2,0,177.2,?,177.2
196.7,0,193.9,?,193.9
176.2,0,175.1,?,175.1
186.5,0,186.8,?,186.8
141.4,0,161.2,?,161.2
169.4,0,170.7,?,170.7
158.9,0,166.1,?,166.1
193.2,0,190.7,?,190.7
161.9,0,167.9,?,167.9
139.7,0,160.1,?,160.1
185.9,0,184.7,?,184.7
175.7,0,174.6,?,174.6
163.5,0,169.7,?,169.7
164.3,0,167.8,?,167.8
194.3,0,191,?,191
157.4,0,166.8,?,166.8
145.2,0,163.1,?,163.1
159.5,0,167.3,?,167.3
198.9,0,197.1,?,197.1
169,0,173,?,173
142.5,0,161.7,?,161.7
