q_250,q_975,x_mean,age
179.5304416470234,184.15183222194975,181.84113693448657,51.249940150041994
172.48511131355232,176.075736275477,174.28042379451466,29.374845336048914
171.92713330915612,174.75019185697587,173.338662583066,36.265318100480975
172.31087419751745,175.55532036766274,173.9330972825901,39.04987837984576
173.6717907099352,176.715615345491,175.1937030277131,28.440039155070416
177.50457753166094,183.07805380010294,180.29131566588194,19.00922404028701
171.9651349975218,174.81632438028433,173.39072968890306,31.165659268386875
172.17893309788022,174.89097136819382,173.53495223303702,35.67343923457794
173.01403860673187,176.60317475775125,174.80860668224156,27.836107114693526
173.01403860673187,176.60317475775125,174.80860668224156,27.629794675938104
172.1671943776806,175.76335638500225,173.96527538134143,37.64359602772252
172.1081539151247,175.5273200458516,173.81773698048815,33.86671352851135
172.77071478792402,177.21381229290637,174.9922635404152,38.47878209202159
172.23637030099542,174.74800989365974,173.49219009732758,34.570218991862525
173.01403860673187,176.60317475775125,174.80860668224156,27.743116995252088
173.62702946323486,178.4758685324084,176.05144899782164,45.42809785937813
173.19783846144836,176.1675422289895,174.68269034521893,41.17431820431889
172.67821003725035,177.34571499966225,175.0119625184563,43.420204762461154
175.15500557219013,179.16265528681873,177.15883042950443,23.71969327469033
172.90318908852367,176.72045622022978,174.81182265437673,42.96787671822201
176.257822039515,181.1809539808742,178.7193880101946,21.433880772967804
172.29268457688883,175.351351585525,173.82201808120692,30.733022859622427
174.92211586556928,179.17418180111306,177.04814883334117,24.021844390855357
177.47277004727945,183.29611521977844,180.38444263352895,18
176.91777198034472,182.82889698911342,179.87333448472907,49.576980150028454
172.46894742691842,175.24383872204407,173.85639307448125,29.77285271344977
172.09083281593828,174.3756711461887,173.2332519810635,32.722550245159454
172.00923117950657,174.36245887381,173.18584502665828,31.904403170840553
171.88380921155812,175.22630703191896,173.55505812173854,38.09355979716858
174.84726771437875,179.753984345739,177.30062603005888,47.80312681231619
175.96440965480974,181.21243449742883,178.5884220761193,48.44923964613453
173.74841803169608,178.0082587230911,175.8783383773936,25.53114889418194
174.92211586556928,179.17418180111306,177.04814883334117,24.13234197149441
175.1783768301472,179.80553693475375,177.49195688245047,22.89863364223197
173.95658493611634,178.24434035372732,176.10046264492183,24.975160805046414
178.9786627311007,183.6019352797636,181.29029900543216,50.674856617164835
171.9505061684582,174.84614907220865,173.39832762033342,35.06116697706214
173.6717907099352,176.715615345491,175.1937030277131,28.259078419282936
172.52735810976097,175.3262898775321,173.92682399364654,30.19071915878121
172.67821003725035,177.34571499966225,175.0119625184563,43.59567525130276
171.10359174182184,175.01184842401648,173.05772008291916,37.08478268073727
172.08356697442073,174.24578725639194,173.16467711540633,32.485824158624645
172.4769546031014,176.30606422757992,174.39150941534066,29.00295923613538
173.22656269033686,176.7119084568802,174.96923557360853,28.10241336251355
180.03152688997196,185.0545184995967,182.54302269478433,51.38432242438784
172.17492847583947,176.5120705678716,174.34349952185553,42.519360620907
179.5304416470234,184.15183222194975,181.84113693448657,51.0694969273228
172.00923117950657,174.36245887381,173.18584502665828,31.629011420757177
172.10554832437865,174.2922535362625,173.19890093032058,32.19332461481713
173.57718962178367,177.23277315033337,175.40498138605852,26.780955215305944
172.0908328159383,174.37567114618872,173.23325198106352,32.995846986237666
171.92959674562388,175.34351452866986,173.63655563714687,38.77487572893555
173.15504207858612,178.4881208217272,175.82158145015666,45.87151856798492
172.11019222000067,175.51900466748305,173.81459844374186,39.513348821469116
171.92959674562388,175.34351452866986,173.63655563714687,38.64784072384977
173.6248558806783,177.75715941655488,175.6910076486166,44.84762930416733
172.83122204009697,177.23369813929662,175.0324600896968,44.17709478181696
172.17893309788022,174.89097136819382,173.53495223303702,35.852784327419336
173.53053255971696,176.79504304046304,175.16278780009,28.733466743931018
173.6248558806783,177.75715941655488,175.6910076486166,44.92959861661899
171.92713330915612,174.75019185697587,173.338662583066,36.110867352828116
175.96440965480974,181.21243449742883,178.5884220761193,48.68505270589259
172.00923117950657,174.36245887381,173.18584502665828,31.55487220221606
173.57718962178367,177.23277315033337,175.40498138605852,26.646163352583528
172.11019222000067,175.51900466748305,173.81459844374186,39.30063619664423
172.48511131355232,176.075736275477,174.28042379451466,29.64331210279817
172.55007344961095,175.8591743894626,174.20462391953677,40.110444891506475
176.5899002405184,181.0121305188317,178.80101537967505,21.208081324059467
176.5899002405184,181.0121305188317,178.80101537967505,21.06055935727275
172.68024134143013,175.90926438274357,174.29475286208685,40.51843338626395
172.16719437768057,175.76335638500223,173.9652753813414,37.64770541738773
173.6725344678751,177.60925684949774,175.64089565868642,41.96854167158444
177.50457753166094,183.07805380010294,180.29131566588194,18.870035342292518
173.57908369689991,177.1352796552869,175.3571816760934,44.700632828082895
173.57908369689991,177.1352796552869,175.3571816760934,44.60395759057551
172.90318908852365,176.72045622022975,174.8118226543767,43.25654660748349
173.19783846144836,176.1675422289895,174.68269034521893,41.29128204941773
180.09273008280584,185.37363485225464,182.73318246753024,51.880588110234186
175.2377722566181,179.39465630798458,177.31621428230133,23.369521225493692
172.52735810976097,175.3262898775321,173.92682399364654,30.335169214954803
172.77071478792408,177.21381229290637,174.99226354041522,38.27779186040244
173.6717907099352,176.715615345491,175.1937030277131,28.544146916686095
172.17893309788025,174.8909713681938,173.53495223303702,35.68440352683606
172.76814526057163,175.69292941269336,174.2305373366325,40.96994534911793
172.46894742691842,175.24383872204407,173.85639307448125,29.770615509351327
172.55007344961095,175.8591743894626,174.20462391953677,40.256847866415676
172.11019222000067,175.51900466748305,173.81459844374186,39.39927388007767
173.6717907099352,176.715615345491,175.1937030277131,28.54616513253863
173.11439295969998,177.15700972769363,175.1357013436968,27.020962261790118
171.77576710854868,175.84021002076713,173.8079885646579,42.80712510741008
171.66316376700945,174.5121116140449,173.08763769052717,33.64461455439427
172.76814526057163,175.69292941269336,174.2305373366325,40.77753423549976
173.22656269033686,176.7119084568802,174.96923557360853,28.244651144699976
173.62702946323486,178.4758685324084,176.05144899782164,45.21834948000918
174.41073622524823,178.78749860385528,176.59911741455176,24.25511560655822
173.19783846144836,176.1675422289895,174.68269034521893,41.122725350885574
171.92959674562388,175.34351452866986,173.63655563714687,38.71362055984299
171.10359174182184,175.01184842401648,173.05772008291916,37.14394622432423
172.55007344961095,175.8591743894626,174.20462391953677,40.340181497081936
172.77071478792408,177.21381229290637,174.99226354041522,38.18773827091023
172.46894742691842,175.24383872204407,173.85639307448125,29.895431752559457
172.09083281593828,174.3756711461887,173.2332519810635,32.85829676781191
171.88380921155812,175.22630703191896,173.55505812173854,37.879036519085695
174.41073622524823,178.78749860385528,176.59911741455176,24.497071248474327
173.22656269033686,176.7119084568802,174.96923557360853,27.92824312265035
180.03152688997196,185.0545184995967,182.54302269478433,51.61675835667717
177.47277004727945,183.29611521977844,180.38444263352895,18.206194942392177
173.95658493611634,178.24434035372732,176.10046264492183,25.091952277373736
172.90318908852367,176.72045622022978,174.81182265437673,42.923464717312285
172.6399446558668,177.3566455807858,174.9982951183263,43.70929490558462
173.1794081937641,176.18398104891278,174.68169462133844,41.718818033506075
172.0089031777213,174.88593069649423,173.44741693710776,35.4548691094671
172.16719437768057,175.76335638500223,173.9652753813414,37.59102440944216
173.01403860673187,176.60317475775125,174.80860668224156,27.762650659272374
172.46894742691842,175.24383872204407,173.85639307448125,29.78252921303904
172.0908328159383,174.37567114618872,173.23325198106352,32.90036289631241
173.219897293084,177.1823682778437,175.20113278546384,27.522697272754378
173.1794081937641,176.18398104891278,174.68169462133844,41.5692897010734
175.62957295389393,180.63145721040226,178.1305150821481,22.0059266123205
173.57718962178367,177.23277315033337,175.40498138605852,26.756770644157655
174.41267269947497,178.63453710385983,176.5236049016674,24.904565504215995
171.88380921155812,175.22630703191896,173.55505812173854,38.13747700717184
173.73556334944345,177.97218719753658,175.85387527349002,25.948493906770253
172.11019222000067,175.51900466748305,173.81459844374186,39.353155872065294
173.57908369689991,177.1352796552869,175.3571816760934,44.41287147787657
171.9505061684582,174.84614907220865,173.39832762033342,35.2018285539123
172.31087419751745,175.55532036766274,173.9330972825901,39.121065357536274
172.46894742691842,175.24383872204407,173.85639307448125,29.767121919860628
172.31087419751745,175.55532036766274,173.9330972825901,39.02913592662053
174.41267269947497,178.63453710385983,176.5236049016674,24.823046221372827
172.30447043876862,174.90880410879092,173.60663727377977,34.38583077041074
174.41073622524823,178.78749860385528,176.59911741455176,24.237444994564683
172.0908328159383,174.37567114618872,173.23325198106352,32.86945951803051
172.6399446558668,177.3566455807858,174.9982951183263,43.700503960155764
172.68024134143016,175.9092643827436,174.29475286208688,40.604542363321656
172.1675059183338,174.73295158606857,173.45022875220118,31.4579238828768
173.53053255971696,176.79504304046304,175.16278780009,28.691840272897117
173.22656269033686,176.7119084568802,174.96923557360853,28.145794321804498
172.4769546031014,176.30606422757992,174.39150941534066,29.02864788301286
171.10359174182184,175.01184842401648,173.05772008291916,37.38386896321131
173.11439295969998,177.15700972769363,175.1357013436968,26.84358242225292
183.32691906859637,189.3279818380731,186.32745045333473,55
171.5559314809711,175.45085567450488,173.503393577738,36.74968009123642
173.219897293084,177.1823682778437,175.20113278546384,27.267565362391
171.88380921155817,175.22630703191902,173.5550581217386,38.07070545297895
172.1081539151247,175.5273200458516,173.81773698048815,34.024831429453435
172.10554832437865,174.2922535362625,173.19890093032058,32.19561942239815
172.4534955955926,176.1914591899821,174.32247739278736,39.7957089690453
171.5559314809711,175.45085567450488,173.503393577738,36.85019262052546
172.90318908852365,176.72045622022975,174.8118226543767,43.20996957451607
172.29268457688883,175.351351585525,173.82201808120692,30.804409199682347
176.83897136369586,182.6834747039823,179.7612230338391,49.36964993717202
175.1550055721901,179.1626552868187,177.1588304295044,23.52642875398604
171.92713330915612,174.75019185697587,173.338662583066,36.1094893637003
171.92959674562388,175.34351452866986,173.63655563714687,38.61170981636433
173.57908369689991,177.1352796552869,175.3571816760934,44.718192996802706
174.41073622524823,178.78749860385528,176.59911741455176,24.404151002166305
173.73556334944342,177.97218719753656,175.85387527349,25.882977792007686
175.33544329772923,180.36704075511494,177.85124202642209,48.405188563072606
172.77071478792408,177.21381229290637,174.99226354041522,38.18516966719369
172.76814526057163,175.69292941269336,174.2305373366325,40.72415308033585
173.53053255971696,176.79504304046304,175.16278780009,28.654438915795083
178.11206916378856,183.31131234651772,180.71169075515314,50.390813177310775
172.0089031777213,174.88593069649423,173.44741693710776,35.56351989051244
171.92959674562388,175.34351452866986,173.63655563714687,38.75424029050601
172.30447043876862,174.90880410879092,173.60663727377977,34.281183247434456
173.67253446787512,177.6092568494977,175.64089565868642,42.15321305234801
172.10554832437865,174.2922535362625,173.19890093032058,32.010320976068634
181.3912640139718,187.72844775507093,184.55985588452137,53.06601522568962
173.88580365272415,178.90518099447186,176.395492323598,47.58481424172005
176.08214507516107,181.5370797341974,178.80961240467923,19.365426150686897
172.46894742691842,175.24383872204407,173.85639307448125,30.045420529600065
172.23637030099542,174.74800989365974,173.49219009732758,34.760418171051654
176.5899002405184,181.0121305188317,178.80101537967505,21.22673262474619
173.57718962178367,177.23277315033337,175.40498138605852,26.572345604959764
172.52735810976097,175.3262898775321,173.92682399364654,30.434700132792614
171.92959674562388,175.34351452866986,173.63655563714687,38.8617151574346
172.17893309788022,174.89097136819382,173.53495223303702,35.76739113928526
172.52735810976097,175.3262898775321,173.92682399364654,30.297281672411103
172.30447043876862,174.90880410879092,173.60663727377977,34.345759712591224
183.32691906859637,189.3279818380731,186.32745045333473,55
173.57908369689991,177.1352796552869,175.3571816760934,44.382602822421205
172.11019222000067,175.51900466748305,173.81459844374186,39.397145763977115
173.19783846144836,176.1675422289895,174.68269034521893,41.23283608003691
172.29268457688883,175.351351585525,173.82201808120692,30.478949993560374
172.17893309788022,174.89097136819382,173.53495223303702,35.82363428636768
171.10359174182187,175.0118484240165,173.0577200829192,37.25217210547408
172.1675059183338,174.73295158606857,173.45022875220118,31.204550610214298
172.16750591833377,174.73295158606854,173.45022875220116,31.33596634402479
172.31087419751745,175.55532036766274,173.9330972825901,39.01234538069317
172.0092311795066,174.36245887381003,173.1858450266583,31.758964991966643
171.66316376700945,174.5121116140449,173.08763769052717,33.58091527821118
172.08356697442073,174.24578725639194,173.16467711540633,32.44364344788696
173.1794081937641,176.18398104891278,174.68169462133844,41.747603138432794
171.92959674562388,175.34351452866986,173.63655563714687,38.86925319399158
172.08356697442073,174.24578725639194,173.16467711540633,32.570638818495055
172.0908328159383,174.37567114618872,173.23325198106352,32.719231228877966
171.77576710854865,175.8402100207671,173.80798856465788,42.84349341968772
171.6631637670094,174.5121116140449,173.08763769052715,33.62944424832146
173.593379341188,178.63770225675435,176.11554079897118,45.744105132456724
172.30447043876865,174.90880410879095,173.6066372737798,34.21313251921439
172.08356697442073,174.24578725639194,173.16467711540633,32.4240361616491
176.3498023906888,182.5965790780793,179.47319073438405,19.682123991054997
172.46894742691842,175.24383872204407,173.85639307448125,29.823668854780315
175.15500557219013,179.16265528681873,177.15883042950443,23.804505225051976
178.11206916378856,183.31131234651772,180.71169075515314,50.44939415451045
171.92959674562388,175.34351452866986,173.63655563714687,38.69257834118434
172.31087419751745,175.55532036766274,173.9330972825901,39.219509972439205
172.23637030099542,174.74800989365974,173.49219009732758,34.70646981658322
177.47277004727945,183.29611521977844,180.38444263352895,18
172.23637030099542,174.74800989365974,173.49219009732758,34.62299587303403
171.95050616845822,174.84614907220868,173.39832762033345,35.03789177276078
173.95658493611634,178.24434035372732,176.10046264492183,25.197570053831875
171.5559314809711,175.45085567450488,173.503393577738,37.00740172342871
174.84726771437875,179.753984345739,177.30062603005888,47.841599494979356
172.23637030099542,174.74800989365974,173.49219009732758,34.71584098092439
172.90318908852367,176.72045622022978,174.81182265437673,43.2353447235526
172.00923117950657,174.36245887381,173.18584502665828,31.799656651582794
172.0089031777213,174.88593069649423,173.44741693710776,35.53794572260798
179.5304416470234,184.15183222194975,181.84113693448657,51.28646284224905
172.55007344961095,175.8591743894626,174.20462391953677,40.19615044785022
173.62702946323486,178.4758685324084,176.05144899782164,45.23481224106965
172.46894742691845,175.24383872204405,173.85639307448125,29.974405302392878
173.593379341188,178.63770225675435,176.11554079897118,45.802656186863196
175.33544329772923,180.36704075511494,177.85124202642209,48.38071981052322
173.57908369689991,177.1352796552869,175.3571816760934,44.381836459560986
171.95050616845822,174.84614907220868,173.39832762033345,35.04943149273177
173.62702946323486,178.4758685324084,176.05144899782164,45.444097758621865
172.30447043876865,174.90880410879095,173.6066372737798,34.256105341966276
173.73556334944342,177.97218719753656,175.85387527349,25.97000146909735
172.45349559559264,176.19145918998214,174.3224773927874,39.6987710821414
172.17893309788025,174.8909713681938,173.53495223303702,35.7133110521847
172.07233961935313,174.4699777002626,173.27115865980787,33.136284597966934
173.51650393824312,178.70555820121794,176.11103106973053,46.90220703438152
172.10554832437865,174.2922535362625,173.19890093032058,32.16725391199681
172.77071478792408,177.21381229290637,174.99226354041522,38.349187399738724
177.47277004727945,183.29611521977844,180.38444263352895,18.220515680657886
174.9221158655693,179.1741818011131,177.0481488333412,24.03615855287959
172.48511131355235,176.07573627547703,174.2804237945147,29.524297147012266
172.08356697442073,174.24578725639194,173.16467711540633,32.45504125994755
172.08356697442073,174.24578725639194,173.16467711540633,32.47607796319906
173.6725344678751,177.60925684949774,175.64089565868642,42.07457858814323
176.12483808188927,182.3820580165082,179.25344804919874,19.916629554584922
172.76814526057163,175.69292941269336,174.2305373366325,40.85743462582502
173.19783846144836,176.1675422289895,174.68269034521893,41.324357311649486
171.96369689385855,175.3234385502631,173.64356772206082,36.558825311213134
172.17492847583947,176.5120705678716,174.34349952185553,42.369423941844396
173.6248558806783,177.75715941655488,175.6910076486166,44.93164966018734
172.48511131355232,176.075736275477,174.28042379451466,29.550633583103696
172.31087419751745,175.55532036766274,173.9330972825901,39.122643709588594
172.16750591833377,174.73295158606854,173.45022875220116,31.254311319511235
171.9651349975218,174.81632438028433,173.39072968890306,30.983541423722176
176.08214507516107,181.5370797341974,178.80961240467923,19.208065002862064
172.52735810976097,175.3262898775321,173.92682399364654,30.44443284447214
171.92959674562388,175.34351452866986,173.63655563714687,38.80264442301006
173.57908369689991,177.1352796552869,175.3571816760934,44.737741510221696
172.17893309788025,174.8909713681938,173.53495223303702,35.94151654314185
172.17893309788022,174.89097136819382,173.53495223303702,35.70693371530648
171.66316376700945,174.5121116140449,173.08763769052717,33.39506335587291
171.9651349975218,174.81632438028433,173.39072968890306,31.01133154660026
172.6399446558668,177.3566455807858,174.9982951183263,43.71734031501872
172.17492847583947,176.5120705678716,174.34349952185553,42.373046230094936
171.88380921155817,175.22630703191902,173.5550581217386,37.91642846222862
171.10359174182187,175.0118484240165,173.0577200829192,37.361185237710934
172.31087419751745,175.55532036766274,173.9330972825901,39.23958734513841
171.77576710854868,175.84021002076713,173.8079885646579,42.75031842046095
178.11206916378856,183.31131234651772,180.71169075515314,50.26884589427152
173.60784905485238,178.79939609982026,176.20362257733632,47.022347581756094
172.08356697442073,174.24578725639194,173.16467711540633,32.505376447901675
171.77576710854865,175.8402100207671,173.80798856465788,42.584149489281124
172.30447043876862,174.90880410879092,173.60663727377977,34.298617902561496
171.66316376700945,174.5121116140449,173.08763769052717,33.45018950348853
172.76814526057163,175.69292941269336,174.2305373366325,40.833925837849996
172.90318908852365,176.72045622022975,174.8118226543767,43.22723886250647
172.08356697442073,174.24578725639194,173.16467711540633,32.54247729393315
173.19783846144836,176.1675422289895,174.68269034521893,41.125932755359116
172.23637030099542,174.74800989365974,173.49219009732758,34.828394132759584
173.51650393824312,178.70555820121794,176.11103106973053,46.94022308341202
171.92959674562388,175.34351452866986,173.63655563714687,38.58142458164906
171.96369689385855,175.3234385502631,173.64356772206082,36.39981463696609
171.88380921155812,175.22630703191896,173.55505812173854,38.097929754768536
174.41267269947497,178.63453710385983,176.5236049016674,24.688844454051846
171.5559314809711,175.45085567450488,173.503393577738,36.85205466645449
172.76814526057163,175.69292941269336,174.2305373366325,40.76117481578592
172.09083281593828,174.3756711461887,173.2332519810635,32.988544622779855
172.08356697442073,174.24578725639194,173.16467711540633,32.44803293098483
171.77576710854865,175.8402100207671,173.80798856465788,42.8675473988806
173.1794081937641,176.18398104891278,174.68169462133844,41.62592764786942
171.88380921155812,175.22630703191896,173.55505812173854,38.06235093612911
173.51650393824312,178.70555820121794,176.11103106973053,46.64527807995566
172.55007344961095,175.8591743894626,174.20462391953677,40.33168407567504
172.10554832437865,174.2922535362625,173.19890093032058,32.03994196371511
173.88580365272415,178.90518099447186,176.395492323598,47.38600991740165
181.26973326660698,187.25272930683468,184.26123128672083,53.634112155288065
173.15504207858612,178.4881208217272,175.82158145015666,46.19539657139185
173.219897293084,177.1823682778437,175.20113278546384,27.470033436155752
173.1794081937641,176.18398104891278,174.68169462133844,41.66640678317688
172.76814526057163,175.69292941269336,174.2305373366325,40.87909274003658
171.92713330915612,174.75019185697587,173.338662583066,35.98574537070241
173.88580365272415,178.90518099447186,176.395492323598,47.44290862194889
173.32951041765816,178.55404707397352,175.94177874581584,46.3860646794522
172.10554832437865,174.2922535362625,173.19890093032058,32.12994269784333
171.9651349975218,174.81632438028433,173.39072968890306,31.0180542237566
176.12483808188927,182.3820580165082,179.25344804919874,19.92009571386047
173.73556334944345,177.97218719753658,175.85387527349002,25.882989729152378
172.16750591833377,174.73295158606854,173.45022875220116,31.346167856913528
173.57908369689991,177.1352796552869,175.3571816760934,44.38666859529989
172.08356697442073,174.24578725639194,173.16467711540633,32.438501572431456
172.0089031777213,174.88593069649423,173.44741693710776,35.33338606781418
171.6631637670094,174.5121116140449,173.08763769052715,33.584134580304294
181.08127574451697,186.9181091781045,183.99969246131073,53.27790093450512
173.6717907099352,176.715615345491,175.1937030277131,28.57111617868105
173.6248558806783,177.75715941655488,175.6910076486166,44.845071199260374
172.23637030099542,174.74800989365974,173.49219009732758,34.724443367667924
172.48511131355232,176.075736275477,174.28042379451466,29.70047308540137
172.0908328159383,174.37567114618872,173.23325198106352,33.0031985548274
183.32691906859637,189.3279818380731,186.32745045333473,55
171.92713330915612,174.75019185697587,173.338662583066,36.26495436588911
172.76814526057163,175.69292941269336,174.2305373366325,41.016313407027475
172.0092311795066,174.36245887381003,173.1858450266583,31.57820792721727
172.4769546031014,176.30606422757992,174.39150941534066,29.09001339726533
171.92713330915612,174.75019185697587,173.338662583066,36.149178890613946
172.4769546031014,176.30606422757992,174.39150941534066,29.279824966446817
173.593379341188,178.63770225675435,176.11554079897118,45.53188533098626
175.32071454929712,179.78796385891775,177.55433920410744,22.405861521212586
172.0089031777213,174.88593069649423,173.44741693710776,35.369288647324446
172.23637030099542,174.74800989365974,173.49219009732758,34.771649453063
173.32951041765813,178.5540470739735,175.9417787458158,46.3050304070075
173.1794081937641,176.18398104891278,174.68169462133844,41.633544053356765
171.96369689385853,175.32343855026312,173.64356772206082,36.46681661561683
173.593379341188,178.63770225675435,176.11554079897118,45.71645604522262
173.57908369689991,177.1352796552869,175.3571816760934,44.618633030819396
173.6725344678751,177.60925684949774,175.64089565868642,41.97468439448417
172.1081539151247,175.5273200458516,173.81773698048815,34.068585367073744
172.16719437768057,175.76335638500223,173.9652753813414,37.7426278365615
173.11439295969998,177.15700972769363,175.1357013436968,27.11622930756308
172.83122204009697,177.23369813929662,175.0324600896968,44.021691803608626
171.5559314809711,175.45085567450488,173.503393577738,36.83863881104481
172.17492847583947,176.5120705678716,174.34349952185553,42.34856442078747
